stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,17:35:00,17:35:00,405527,3.0,1
2,17:37:16,17:37:16,400003,6.0,1
3,17:38:47,17:38:47,404120,6.0,1
4,17:40:03,17:40:03,404936,6.0,1
5,17:42:13,17:42:13,400007,6.0,1
6,17:43:43,17:43:43,403782,10.0,1
7,17:44:46,17:44:46,403316,10.0,1
8,17:48:00,17:48:00,405380,10.0,1
9,17:49:34,17:49:34,400352,6.0,1
10,17:52:55,17:52:55,400354,5.0,1
11,17:55:04,17:55:04,403456,16.0,1
12,17:57:00,17:57:00,403457,16.0,1
13,17:58:53,17:58:53,400561,16.0,1
14,18:01:08,18:01:08,400358,16.0,1
15,18:03:44,18:03:44,400360,16.0,1
16,18:06:13,18:06:13,400361,16.0,1
17,18:08:26,18:08:26,400362,1.0,3
18,18:10:00,18:10:00,400363,33.0,3
19,18:11:24,18:11:24,400364,1.0,1
20,18:12:40,18:12:40,400026,3.0,3
21,18:13:50,18:13:50,404994,38.0,3
22,18:14:33,18:14:33,400028,38.0,3
23,18:15:31,18:15:31,404905,38.0,3
24,18:17:01,18:17:01,400030,3.0,3
25,18:17:59,18:17:59,400031,33.0,3
26,18:19:23,18:19:23,400032,33.0,3
27,18:20:21,18:20:21,400033,29.0,2
28,18:21:58,18:21:58,400034,8.0,2
29,18:23:43,18:23:43,400036,19.0,2
30,18:24:51,18:24:51,400037,6.0,2
31,18:26:06,18:26:06,400038,19.0,2
32,18:27:03,18:27:03,400039,19.0,2
33,18:28:00,18:28:00,404191,5.0,2
34,18:29:03,18:29:03,400041,19.0,2
35,18:30:22,18:30:22,400042,19.0,2
36,18:31:07,18:31:07,400043,8.0,2
37,18:31:40,18:31:40,400044,18.0,2
38,18:32:33,18:32:33,400045,18.0,2
39,18:33:20,18:33:20,400046,1.0,1
40,18:34:40,18:34:40,404856,2.0,1
41,18:36:00,18:36:00,403267,14.0,1
42,18:37:36,18:37:36,400224,14.0,1
43,18:39:11,18:39:11,400225,14.0,1
44,18:41:43,18:41:43,400390,10.0,1
45,18:43:00,18:43:00,405087,10.0,1
46,18:44:15,18:44:15,405092,10.0,1
47,18:45:42,18:45:42,404309,6.0,1
48,18:47:12,18:47:12,400395,8.0,1
49,18:48:11,18:48:11,400396,8.0,1
50,18:51:00,18:51:00,400397,12.0,1
51,18:52:06,18:52:06,400398,12.0,1
52,18:53:42,18:53:42,400399,12.0,1
53,18:54:58,18:54:58,400400,7.0,1
54,18:56:05,18:56:05,400401,7.0,1
55,18:57:11,18:57:11,403776,7.0,1
56,18:58:36,18:58:36,400403,7.0,1
57,18:59:22,18:59:22,400404,5.0,1
58,19:01:04,19:01:04,400405,7.0,1
59,19:01:57,19:01:57,400406,7.0,1
60,19:02:53,19:02:53,405227,7.0,1
61,19:05:10,19:05:10,400408,2.0,1
62,19:06:11,19:06:11,400409,8.0,1
63,19:08:19,19:08:19,402526,6.0,1
64,19:09:59,19:09:59,405073,9.0,1
65,19:11:21,19:11:21,404853,8.0,1
66,19:13:06,19:13:06,400414,9.0,1
67,19:14:07,19:14:07,405111,8.0,1
68,19:16:00,19:16:00,404066,10.0,1
69,19:17:06,19:17:06,400418,9.0,1
70,19:18:23,19:18:23,400419,11.0,1
71,19:19:43,19:19:43,403975,8.0,1
72,19:20:59,19:20:59,400422,9.0,1
73,19:21:54,19:21:54,400423,12.0,1
74,19:23:08,19:23:08,403976,11.0,1
75,19:24:30,19:24:30,400426,5.0,1
76,19:25:10,19:25:10,405641,4.0,1
77,19:27:10,19:27:10,402749,3.0,1
78,19:30:36,19:30:36,905247,3.0,1
79,19:31:27,19:31:27,403466,3.0,1
80,19:32:00,19:32:00,901342,3.0,1
