stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,14:59:00,14:59:00,803055,19.0,2
2,14:59:25,14:59:25,401812,19.0,2
3,15:01:50,15:01:50,401813,19.0,2
4,15:04:01,15:04:01,401814,19.0,2
5,15:06:29,15:06:29,403238,19.0,2
6,15:08:00,15:08:00,403239,19.0,2
7,15:09:55,15:09:55,403240,19.0,2
8,15:12:00,15:12:00,403241,19.0,2
9,15:13:14,15:13:14,403242,19.0,2
10,15:15:18,15:15:18,403465,19.0,2
11,15:16:38,15:16:38,404160,19.0,2
12,15:17:46,15:17:46,403459,19.0,2
13,15:19:00,15:19:00,403245,19.0,2
14,15:19:28,15:19:28,403246,19.0,2
15,15:20:40,15:20:40,403247,19.0,2
16,15:21:41,15:21:41,403248,1.0,1
17,15:23:00,15:23:00,903046,1.0,1
