stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,14:04:00,14:04:00,403835,4.0,1
2,14:06:00,14:06:00,400639,4.0,1
3,14:08:03,14:08:03,400640,4.0,1
4,14:09:41,14:09:41,400641,4.0,2
5,14:11:00,14:11:00,400642,17.0,2
6,14:11:58,14:11:58,400643,18.0,2
7,14:12:58,14:12:58,400644,18.0,2
8,14:14:05,14:14:05,400645,10.0,1
9,14:15:23,14:15:23,400646,12.0,1
10,14:16:46,14:16:46,400647,12.0,1
11,14:17:53,14:17:53,400648,12.0,1
12,14:18:58,14:18:58,400649,14.0,1
13,14:20:00,14:20:00,403373,14.0,1
14,14:21:43,14:21:43,403374,14.0,1
15,14:22:45,14:22:45,403375,14.0,1
16,14:23:46,14:23:46,403376,13.0,1
17,14:25:00,14:25:00,403377,13.0,1
18,14:26:51,14:26:51,400655,6.0,1
19,14:28:30,14:28:30,400656,16.0,1
20,14:30:14,14:30:14,400657,16.0,1
21,14:31:26,14:31:26,400658,16.0,1
22,14:33:13,14:33:13,400659,13.0,2
23,14:34:00,14:34:00,403483,25.0,2
24,14:36:28,14:36:28,400661,25.0,2
25,14:37:46,14:37:46,400662,25.0,2
26,14:39:03,14:39:03,400663,25.0,2
27,14:41:00,14:41:00,803157,9.0,1
28,14:43:00,14:43:00,404148,14.0,1
29,14:45:07,14:45:07,403903,14.0,1
30,14:46:10,14:46:10,403142,14.0,2
31,14:47:20,14:47:20,403144,23.0,2
32,14:49:10,14:49:10,403145,23.0,2
33,14:50:26,14:50:26,405234,23.0,2
34,14:52:36,14:52:36,403147,14.0,1
35,14:53:47,14:53:47,403148,14.0,1
36,14:54:56,14:54:56,403149,13.0,1
37,14:56:24,14:56:24,400676,13.0,1
38,14:58:16,14:58:16,400677,13.0,1
39,15:00:11,15:00:11,400678,13.0,1
40,15:01:00,15:01:00,400485,13.0,1
41,15:02:43,15:02:43,400486,2.0,1
42,15:05:00,15:05:00,400290,3.0,1
43,15:07:15,15:07:15,404278,3.0,1
44,15:09:00,15:09:00,400292,3.0,1
45,15:11:05,15:11:05,400108,3.0,1
46,15:12:43,15:12:43,400109,6.0,1
47,15:14:15,15:14:15,400110,6.0,1
48,15:15:56,15:15:56,400111,6.0,1
49,15:18:51,15:18:51,404081,8.0,2
50,15:20:52,15:20:52,404168,23.0,2
51,15:22:06,15:22:06,400115,23.0,2
52,15:23:45,15:23:45,400116,21.0,2
53,15:25:14,15:25:14,400117,21.0,2
54,15:27:28,15:27:28,400118,14.0,1
55,15:29:37,15:29:37,400119,16.0,2
56,15:32:52,15:32:52,400120,23.0,2
57,15:34:10,15:34:10,400121,6.0,2
58,15:35:33,15:35:33,400122,17.0,2
59,15:37:06,15:37:06,400123,17.0,2
60,15:40:00,15:40:00,400124,9.0,2
61,15:42:07,15:42:07,400125,17.0,2
62,15:44:36,15:44:36,400126,26.0,2
63,15:46:27,15:46:27,400127,26.0,2
64,15:47:42,15:47:42,400128,26.0,2
65,15:49:15,15:49:15,400512,26.0,2
66,15:52:32,15:52:32,403266,17.0,2
67,15:54:47,15:54:47,400514,4.0,2
68,15:57:06,15:57:06,400515,18.0,2
69,15:59:24,15:59:24,400516,2.0,1
70,16:00:58,16:00:58,405179,2.0,1
71,16:03:00,16:03:00,400518,2.0,1
72,16:05:25,16:05:25,400519,13.0,1
73,16:06:51,16:06:51,405486,13.0,1
74,16:10:00,16:10:00,903128,13.0,1
