stop_sequence,arrival_time,departure_time,stop_id,estimated_passenger_count,required_pods
1,8:27:00,8:27:00,405003,15.0,1
2,8:27:58,8:27:58,401916,15.0,1
3,8:30:26,8:30:26,404859,15.0,1
4,8:32:09,8:32:09,401919,15.0,1
5,8:34:14,8:34:14,401920,15.0,2
6,8:35:42,8:35:42,401921,21.0,2
7,8:37:17,8:37:17,401922,21.0,2
8,8:38:51,8:38:51,401924,14.0,1
9,8:40:00,8:40:00,401925,14.0,1
10,8:42:36,8:42:36,401926,14.0,1
11,8:45:40,8:45:40,401927,14.0,1
12,8:46:52,8:46:52,404308,10.0,1
13,8:48:04,8:48:04,401929,9.0,1
14,8:48:47,8:48:47,803166,9.0,1
15,8:50:00,8:50:00,403518,9.0,1
