trip_id,arrival_time,departure_time,stop_id,stop_sequence,Required_Pods
MQ_A5-Weekday-SDon-135000_SBS34_871,22:30:00,22:30:00,401857,1,1
MQ_A5-Weekday-SDon-135000_SBS34_871,22:30:31,22:30:31,401858,2,1
MQ_A5-Weekday-SDon-135000_SBS34_871,22:33:00,22:33:00,403359,3,1
MQ_A5-Weekday-SDon-135000_SBS34_871,22:34:14,22:34:14,403216,4,1
MQ_A5-Weekday-SDon-135000_SBS34_871,22:35:28,22:35:28,401840,5,1
MQ_A5-Weekday-SDon-135000_SBS34_871,22:37:01,22:37:01,401842,6,1
MQ_A5-Weekday-SDon-135000_SBS34_871,22:38:29,22:38:29,405375,7,1
MQ_A5-Weekday-SDon-135000_SBS34_871,22:40:26,22:40:26,400716,8,1
MQ_A5-Weekday-SDon-135000_SBS34_871,22:42:00,22:42:00,401847,9,1
MQ_A5-Weekday-SDon-135000_SBS34_871,22:43:06,22:43:06,401848,10,1
MQ_A5-Weekday-SDon-135000_SBS34_871,22:44:11,22:44:11,403528,11,1
MQ_A5-Weekday-SDon-135000_SBS34_871,22:44:55,22:44:55,403519,12,1
MQ_A5-Weekday-SDon-135000_SBS34_871,22:46:16,22:46:16,803079,13,1
MQ_A5-Weekday-SDon-135000_SBS34_871,22:46:51,22:46:51,403816,14,1
MQ_A5-Weekday-SDon-135000_SBS34_871,22:49:00,22:49:00,803130,15,1
