arrival_time,departure_time,stop_id,stop_sequence,Required_Pods
11:46:00,11:46:00,403835,1,1
11:48:00,11:48:00,400639,2,1
11:50:03,11:50:03,400640,3,1
11:51:41,11:51:41,400641,4,1
11:53:00,11:53:00,400642,5,1
11:53:58,11:53:58,400643,6,1
11:54:58,11:54:58,400644,7,1
11:56:05,11:56:05,400645,8,2
11:57:23,11:57:23,400646,9,2
11:58:46,11:58:46,400647,10,2
11:59:53,11:59:53,400648,11,1
12:00:58,12:00:58,400649,12,2
12:02:00,12:02:00,403373,13,2
12:03:43,12:03:43,403374,14,2
12:04:45,12:04:45,403375,15,2
12:05:46,12:05:46,403376,16,2
12:07:00,12:07:00,403377,17,2
12:08:51,12:08:51,400655,18,2
12:10:30,12:10:30,400656,19,2
12:12:14,12:12:14,400657,20,2
12:13:26,12:13:26,400658,21,2
12:15:13,12:15:13,400659,22,1
12:16:00,12:16:00,403483,23,2
12:18:28,12:18:28,400661,24,2
12:19:46,12:19:46,400662,25,2
12:21:03,12:21:03,400663,26,2
12:23:00,12:23:00,803157,27,2
12:25:00,12:25:00,404148,28,2
12:27:07,12:27:07,403903,29,2
12:28:10,12:28:10,403142,30,2
12:29:20,12:29:20,403144,31,2
12:31:10,12:31:10,403145,32,2
12:32:26,12:32:26,405234,33,2
12:34:36,12:34:36,403147,34,2
12:35:47,12:35:47,403148,35,2
12:36:56,12:36:56,403149,36,2
12:38:24,12:38:24,400676,37,2
12:40:16,12:40:16,400677,38,2
12:42:11,12:42:11,400678,39,2
12:43:00,12:43:00,400485,40,2
12:44:43,12:44:43,400486,41,2
12:47:00,12:47:00,400290,42,2
12:49:15,12:49:15,404278,43,2
12:51:00,12:51:00,400292,44,2
12:53:05,12:53:05,400108,45,2
12:54:43,12:54:43,400109,46,2
12:56:15,12:56:15,400110,47,2
12:57:56,12:57:56,400111,48,1
13:00:51,13:00:51,404081,49,3
13:02:52,13:02:52,404168,50,3
13:04:06,13:04:06,400115,51,3
13:05:45,13:05:45,400116,52,3
13:07:14,13:07:14,400117,53,3
13:09:28,13:09:28,400118,54,2
13:11:37,13:11:37,400119,55,2
13:14:52,13:14:52,400120,56,2
13:16:10,13:16:10,400121,57,3
13:17:33,13:17:33,400122,58,3
13:19:06,13:19:06,400123,59,3
13:22:00,13:22:00,400124,60,3
13:24:07,13:24:07,400125,61,3
13:26:36,13:26:36,400126,62,3
13:28:27,13:28:27,400127,63,3
13:29:42,13:29:42,400128,64,3
13:31:15,13:31:15,400512,65,3
13:34:32,13:34:32,403266,66,3
13:36:47,13:36:47,400514,67,3
13:39:06,13:39:06,400515,68,3
13:41:24,13:41:24,400516,69,3
13:42:58,13:42:58,405179,70,3
13:45:00,13:45:00,400518,71,3
13:47:46,13:47:46,400519,72,3
13:49:24,13:49:24,405486,73,3
13:53:00,13:53:00,903128,74,3
