trip_id,arrival_time,departure_time,stop_id,stop_sequence,Required_Pods
MQ_A5-Weekday-108500_SBS14_740,18:05:00,18:05:00,402100,1,2
MQ_A5-Weekday-108500_SBS14_740,18:08:46,18:08:46,402103,2,2
MQ_A5-Weekday-108500_SBS14_740,18:09:56,18:09:56,401147,3,2
MQ_A5-Weekday-108500_SBS14_740,18:11:59,18:11:59,401149,4,2
MQ_A5-Weekday-108500_SBS14_740,18:13:39,18:13:39,401150,5,2
MQ_A5-Weekday-108500_SBS14_740,18:15:21,18:15:21,403317,6,2
MQ_A5-Weekday-108500_SBS14_740,18:17:16,18:17:16,403732,7,3
MQ_A5-Weekday-108500_SBS14_740,18:20:35,18:20:35,403320,8,3
MQ_A5-Weekday-108500_SBS14_740,18:23:02,18:23:02,401657,9,3
MQ_A5-Weekday-108500_SBS14_740,18:26:29,18:26:29,401659,10,3
MQ_A5-Weekday-108500_SBS14_740,18:28:10,18:28:10,401183,11,3
MQ_A5-Weekday-108500_SBS14_740,18:29:19,18:29:19,404029,12,2
MQ_A5-Weekday-108500_SBS14_740,18:31:41,18:31:41,403870,13,2
MQ_A5-Weekday-108500_SBS14_740,18:33:27,18:33:27,403871,14,3
MQ_A5-Weekday-108500_SBS14_740,18:35:00,18:35:00,403906,15,3
MQ_A5-Weekday-108500_SBS14_740,18:36:25,18:36:25,403893,16,3
MQ_A5-Weekday-108500_SBS14_740,18:37:28,18:37:28,403894,17,2
MQ_A5-Weekday-108500_SBS14_740,18:39:26,18:39:26,403895,18,2
MQ_A5-Weekday-108500_SBS14_740,18:40:59,18:40:59,403896,19,2
MQ_A5-Weekday-108500_SBS14_740,18:42:40,18:42:40,403897,20,1
MQ_A5-Weekday-108500_SBS14_740,18:44:00,18:44:00,405133,21,1
MQ_A5-Weekday-108500_SBS14_740,18:46:00,18:46:00,401388,22,1
