trip_id,arrival_time,departure_time,stop_id,stop_sequence,Required_Pods
MQ_A5-Weekday-052100_SBS14_715,8:41:00,8:41:00,450222,1,2
MQ_A5-Weekday-052100_SBS14_715,8:42:47,8:42:47,401507,2,2
MQ_A5-Weekday-052100_SBS14_715,8:45:00,8:45:00,404286,3,2
MQ_A5-Weekday-052100_SBS14_715,8:46:22,8:46:22,401575,4,2
MQ_A5-Weekday-052100_SBS14_715,8:48:08,8:48:08,401294,5,2
MQ_A5-Weekday-052100_SBS14_715,8:49:45,8:49:45,401577,6,2
MQ_A5-Weekday-052100_SBS14_715,8:52:19,8:52:19,404271,7,2
MQ_A5-Weekday-052100_SBS14_715,8:54:00,8:54:00,403556,8,3
MQ_A5-Weekday-052100_SBS14_715,8:55:08,8:55:08,401191,9,3
MQ_A5-Weekday-052100_SBS14_715,8:56:16,8:56:16,401192,10,3
MQ_A5-Weekday-052100_SBS14_715,8:57:29,8:57:29,401193,11,3
MQ_A5-Weekday-052100_SBS14_715,8:58:22,8:58:22,401194,12,3
MQ_A5-Weekday-052100_SBS14_715,8:59:32,8:59:32,401195,13,3
MQ_A5-Weekday-052100_SBS14_715,9:00:45,9:00:45,401587,14,3
MQ_A5-Weekday-052100_SBS14_715,9:01:48,9:01:48,401589,15,3
MQ_A5-Weekday-052100_SBS14_715,9:03:43,9:03:43,401591,16,3
MQ_A5-Weekday-052100_SBS14_715,9:05:34,9:05:34,401595,17,2
MQ_A5-Weekday-052100_SBS14_715,9:06:23,9:06:23,401596,18,2
MQ_A5-Weekday-052100_SBS14_715,9:07:24,9:07:24,403808,19,2
MQ_A5-Weekday-052100_SBS14_715,9:08:44,9:08:44,401599,20,2
MQ_A5-Weekday-052100_SBS14_715,9:10:14,9:10:14,401600,21,2
MQ_A5-Weekday-052100_SBS14_715,9:11:15,9:11:15,403557,22,2
MQ_A5-Weekday-052100_SBS14_715,9:13:00,9:13:00,903088,23,2
